ID;TERMS (PT-NPT);RELATIONS;PT;MT
1971;delayed debit card;USE;electronic money;2411 monetary economics
440605;delegated decision;;;1011 European Union law
440657;delegated directive;;;1011 European Union law
1593;delegated legislation;;;0436 executive power and public service
440710;delegated regulation;;;1011 European Union law
3038;delegation of competence;USE;delegation of power;0436 executive power and public service
3038;delegation of power;;;0436 executive power and public service
3038;delegation of signature;USE;delegation of power;0436 executive power and public service
5128;delegation of the European Parliament;USE;EP delegation;1006 EU institutions and European civil service
447503;delegation of the European Union;USE;Union delegation;1006 EU institutions and European civil service
3059;delegation of voting rights;USE;vote by delegation;0426 parliamentary proceedings
3578;delegation staff;USE;diplomatic profession;0806 international affairs
8421;deliberative democracy;;;0406 political framework
374;delinquency;;;2826 social affairs
2686;delivered price;;;6806 industrial structures and policy
1684;delivery;;;2036 distributive trades
2671;delivery at port of shipment;USE;free-on-board price;4806 transport policy
2641;delivery at port of unloading;USE;cif price;4806 transport policy
c_b3e9d826;delivery car;USE;light-duty vehicle;4816 land transport
1684;delivery costs;USE;delivery;2036 distributive trades
1099;delivery free at destination;USE;freight rate;4806 transport policy
7956;delocalisation;USE;offshoring;4006 business organisation
260;delta;USE;watercourse;5211 natural environment
2128;demand;USE;supply and demand;2016 trade
408;demand deposit;USE;bank deposit;2416 financial institutions and credit
3004;demerger;;;4006 business organisation
2949;demilitarisation;USE;force reduction;0816 international security
5957;demilitarised zone;;;0816 international security
5957;demilitarized zone;USE;demilitarised zone;0816 international security
8410;demining;USE;mine action;0816 international security
8410;demining assistance;USE;mine action;0816 international security
381;democracy;;;0406 political framework
190;democratic control;USE;parliamentary scrutiny;0421 parliament
6287;democratic deficit;;;1006 EU institutions and European civil service
8421;democratic deliberation;USE;deliberative democracy;0406 political framework
381;democratic equality;USE;democracy;0406 political framework
8423;democratic participation;USE;participatory democracy;0406 political framework
383;democratisation;;;0436 executive power and public service
384;democratisation of education;;;3206 education
383;democratization;USE;democratisation;0436 executive power and public service
384;democratization of education;USE;democratisation of education;3206 education
3324;demographic ageing;USE;population ageing;2816 demography and population
1773;demographic analysis;;;2816 demography and population
405;demographic decline;USE;depopulation;2816 demography and population
6543;demographic forecast;USE;population forecast;2816 demography and population
4852;demographic growth;USE;population growth;2816 demography and population
4259;demographic indicator;USE;population statistics;2816 demography and population
2484;demographic policy;USE;population policy;2816 demography and population
4259;demographic statistics;USE;population statistics;2816 demography and population
385;demography;;;2816 demography and population
6357;demotion;;;4421 personnel management and staff remuneration
3932;denationalisation;USE;privatisation;1211 civil law
386;denaturing;;;6036 food technology
782;denominational education;;;3211 teaching
3287;dental care;USE;dental medicine;2841 health
3287;dental medicine;;;2841 health
2790;dental technician;USE;paramedical profession;2841 health
3593;dentist;;;2841 health
3566;deontology;USE;professional ethics;4426 labour law and labour relations
6260;deoxyribonucleic acid;USE;DNA;3606 natural and applied sciences
390;department (France);;;0436 executive power and public service
4140;department of intelligence;USE;secret service;0821 defence
1732;department store;USE;supermarket;2036 distributive trades
1939;departmental staff of a minister;USE;minister;0436 executive power and public service
5390;dependant;;;2806 family
6542;dependence of elderly persons;;;2826 social affairs
6542;dependence of old persons;USE;dependence of elderly persons;2826 social affairs
5201;dependence on energy;USE;self-sufficiency in energy;6606 energy policy
6542;dependency of elderly persons;USE;dependence of elderly persons;2826 social affairs
3488;dependency on food aid;USE;self-sufficiency in food;0806 international affairs
5390;dependent child;USE;dependant;2806 family
5390;dependent person;USE;dependant;2806 family
5390;dependent relative;USE;dependant;2806 family
3677;dependent territory;;;1231 international law
2540;depletion of the ozone layer;USE;stratospheric pollution;5216 deterioration of the environment
404;depoliticisation;;;0431 politics and public safety
404;depoliticization;USE;depoliticisation;0431 politics and public safety
405;depopulation;;;2816 demography and population
950;deportation;USE;removal;1216 criminal law
406;deportee;;;0816 international security
408;deposit account;USE;bank deposit;2416 financial institutions and credit
1975;deposit money;;;2411 monetary economics
5533;deposit on a polluting product;;;5206 environmental policy
4774;deposit-taking bank;USE;commercial bank;2416 financial institutions and credit
5362;depositary receipt;USE;share;2421 free movement of capital
5362;depository receipt;USE;share;2421 free movement of capital
5362;depository share receipt;USE;share;2421 free movement of capital
1673;depreciation;USE;amortisation;4026 accounting
3953;deprivation of liberty;USE;imprisonment;1216 criminal law
2631;deprivation of rights;;;1216 criminal law
6740;deprived district;USE;deprived urban area;2846 construction and town planning
2873;deprived persons;USE;socially disadvantaged class;2821 social framework
6740;deprived suburb;USE;deprived urban area;2846 construction and town planning
6740;deprived urban area;;;2846 construction and town planning
410;deregulation;;;1606 economic policy
c_a18525ab;derivative financial instrument;USE;financial derivative;2421 free movement of capital
c_a18525ab;derivatives market;USE;financial derivative;2421 free movement of capital
5581;derogation from Community law;USE;derogation from EU law;1011 European Union law
5581;derogation from EU law;;;1011 European Union law
5581;derogation from European Union law;USE;derogation from EU law;1011 European Union law
2236;derogation from the law;USE;application of the law;1206 sources and branches of the law
4485;desalination;USE;water treatment;5206 environmental policy
3314;descendant;;;2806 family
1350;descriptor;USE;document indexing;3221 documentation
415;desert;;;5211 natural environment
415;desert area;USE;desert;5211 natural environment
416;desertification;;;5216 deterioration of the environment
5591;desertion;USE;military discipline;0821 defence
2752;desiccated food;USE;desiccated product;6026 foodstuff
2752;desiccated foodstuff;USE;desiccated product;6026 foodstuff
2752;desiccated product;;;6026 foodstuff
3663;design;USE;designs and models;6416 research and intellectual property
4801;designated development area;USE;protected area;5206 environmental policy
4801;designated development zone;USE;protected area;5206 environmental policy
731;designated employment;;;4406 employment
8465;designation of members;USE;appointment of members;1006 EU institutions and European civil service
3173;designation of origin;;;2031 marketing
3580;designer;USE;communications profession;3226 communications
3663;designs and models;;;6416 research and intellectual property
3704;desk-top;USE;micro-computer;3236 information technology and data processing
4720;dessert wine;USE;fortified wine;6021 beverages and sugar
3098;destination of transport;;;4811 organisation of transport
420;destruction of crops;;;5216 deterioration of the environment
2540;destruction of the ozone layer;USE;stratospheric pollution;5216 deterioration of the environment
6919;destruction of weapons;USE;weapons' destruction;0816 international security
2692;desulphurisation;USE;chemical process;6411 technology and technical regulations
3953;detention;USE;imprisonment;1216 criminal law
3973;detention before trial;;;1221 justice
2747;detergent;USE;polishing and scouring preparations;6811 chemistry
2910;deterioration of the economy;USE;economic recession;1611 economic conditions
371;deterioration of the environment;USE;degradation of the environment;5216 deterioration of the environment
2540;deterioration of the ozone layer;USE;stratospheric pollution;5216 deterioration of the environment
472;deterrent;;;0821 defence
472;deterrent force;USE;deterrent;0821 defence
945;detonating material;USE;explosive;6811 chemistry
426;devaluation;;;2411 monetary economics
2297;developed country;USE;industrialised country;1611 economic conditions
2297;developed nation;USE;industrialised country;1611 economic conditions
2295;developing countries;;;1611 economic conditions
3077;development aid;;;0811 cooperation policy
3047;development area;USE;development region;1616 regions and regional policy
4806;development bank;;;2416 financial institutions and credit
2473;development of communications;USE;communications policy;3226 communications
2393;development plan;;;1606 economic policy
2393;development planning;USE;development plan;1606 economic policy
2465;development policy;;;1606 economic policy
2569;development potential;;;1611 economic conditions
2393;development programme;USE;development plan;1606 economic policy
2393;development project;USE;development plan;1606 economic policy
3047;development region;;;1616 regions and regional policy
2465;development strategy;USE;development policy;1606 economic policy
5337;development worker;;;0811 cooperation policy
3047;development zone;USE;development region;1616 regions and regional policy
5636;devices for the handicapped;USE;facilities for the disabled;2826 social affairs
361;devolution;;;0436 executive power and public service
434;diabetes;;;2841 health
5305;diagnostic radiology;USE;medical diagnosis;2841 health
5171;dialect;USE;regional culture;2831 culture and religion
2381;diamond;USE;precious stones;6611 coal and mining industries
6540;diaspora;;;2811 migration
1720;dictating machine;USE;office equipment;6826 electronics and electrical engineering
436;dictatorship;;;0406 political framework
438;dictionary;;;3221 documentation
4135;dictionary of abbreviations;;;3221 documentation
4135;dictionary of acronyms;USE;dictionary of abbreviations;3221 documentation
6824;diesel engine;;;6821 mechanical engineering
3772;diesel fuel;;;6616 oil industry
3772;diesel oil;USE;diesel fuel;6616 oil industry
2753;diet food;USE;dietary product;6026 foodstuff
2753;dietary food;USE;dietary product;6026 foodstuff
2753;dietary product;;;6026 foodstuff
2753;dietetic food;USE;dietary product;6026 foodstuff
1143;diethylene glycol;USE;chemical alcohol;6811 chemistry
687;difference in pay;USE;equal pay;4421 personnel management and staff remuneration
6274;differentiated integration;USE;enhanced cooperation;1016 European construction
2666;differentiated price;USE;discriminatory price;2451 prices
6297;diffusion of innovations;;;6411 technology and technical regulations
5718;digestive system disease;USE;gastrointestinal disease;2841 health
c_6f7bbe63;digital agenda;USE;digital single market;1016 European construction
8470;digital archiving;;;3221 documentation
437655;digital competence;USE;digital literacy;3231 information and information processing
c_d6e5f3ab;digital content;;;6411 technology and technical regulations
c_471a61cf;digital contract;;;1211 civil law
1429;digital control;USE;industrial data processing;3236 information technology and data processing
3027;digital crime;USE;computer crime;3236 information technology and data processing
c_8f56da2a;digital distribution;;;2031 marketing
7939;digital divide;;;3231 information and information processing
c_8bf65f26;digital economy;;;1621 economic structure
c_c586f36c;digital economy taxation;;;2446 taxation
8453;digital evidence;;;1221 justice
8453;digital forensics;USE;digital evidence;1221 justice
c_e2de1ffd;digital game;USE;electronic game;2826 social affairs
6067;digital library;USE;virtual library;3221 documentation
437655;digital literacy;;;3231 information and information processing
3872;digital optical disc;USE;optical medium;3226 communications
8470;digital preservation;USE;digital archiving;3221 documentation
6894;digital public service;USE;electronic government;0436 executive power and public service
5383;digital revolution;USE;technological change;6411 technology and technical regulations
c_f53bfc88;digital rights management;;;3236 information technology and data processing
c_f53bfc88;digital rights management technology;USE;digital rights management;3236 information technology and data processing
c_04ae3ba8;digital safety;USE;information security;3236 information technology and data processing
6370;digital signature;USE;electronic signature;2031 marketing
c_6f7bbe63;digital single market;;;1016 European construction
437655;digital skills;USE;digital literacy;3231 information and information processing
7219;digital technology;;;6411 technology and technical regulations
5189;digital television;USE;high-definition television;3226 communications
6191;digitalisation;USE;digitisation;3221 documentation
6191;digitisation;;;3221 documentation
3370;dignity of patients;USE;patient's rights;2841 health
2206;dike;USE;engineering structure;4806 transport policy
3135;dioxin;USE;toxic substance;5216 deterioration of the environment
446;diploma;;;3216 organisation of teaching
3206;diplomacy;USE;diplomatic relations;0806 international affairs
3578;diplomat;USE;diplomatic profession;0806 international affairs
3578;diplomatic agent;USE;diplomatic profession;0806 international affairs
2867;diplomatic asylum;USE;political asylum;1231 international law
3367;diplomatic corps;USE;diplomatic representation;0806 international affairs
3367;diplomatic delegation;USE;diplomatic representation;0806 international affairs
5670;diplomatic immunity;;;0806 international affairs
5670;diplomatic law;USE;diplomatic immunity;0806 international affairs
3367;diplomatic mission;USE;diplomatic representation;0806 international affairs
3578;diplomatic profession;;;0806 international affairs
2835;diplomatic protection;;;0806 international affairs
7935;diplomatic protocol;;;0806 international affairs
3206;diplomatic recognition;USE;diplomatic relations;0806 international affairs
3206;diplomatic relations;;;0806 international affairs
3367;diplomatic representation;;;0806 international affairs
3578;diplomatic representative;USE;diplomatic profession;0806 international affairs
3367;diplomatic service;USE;diplomatic representation;0806 international affairs
3578;diplomatic staff;USE;diplomatic profession;0806 international affairs
469;dipped-beam headlamp;USE;signalling device;4811 organisation of transport
2227;direct applicability;;;1011 European Union law
30;direct broadcasting satellite;USE;satellite communications;3226 communications
277;direct cost;;;4026 accounting
4731;direct credit;USE;credit transfer;2411 monetary economics
8422;direct democracy;;;0406 political framework
2227;direct effect;USE;direct applicability;1011 European Union law
4322;direct election;USE;universal suffrage;0416 electoral procedure and voting
1491;direct investment;;;2426 financing and investment
c_8b0ac3e2;direct payments system;USE;EU direct payments;5606 agricultural policy
c_8b0ac3e2;direct payments to farmers;USE;EU direct payments;5606 agricultural policy
4669;direct selling;;;2031 marketing
1313;direct tax;;;2446 taxation
448;directive;;;1206 sources and branches of the law
449;directive (EU);;;1011 European Union law
2402;directive planning;USE;economic planning;1606 economic policy
5377;directly-elected chamber;;;0421 parliament
3342;directory;;;3221 documentation
3412;disability allowance;USE;disability insurance;2836 social protection
3412;disability benefit;USE;disability insurance;2836 social protection
3412;disability insurance;;;2836 social protection
3412;disability pension;USE;disability insurance;2836 social protection
1231;disabled person;;;2826 social affairs
4559;disabled worker;USE;worker with disabilities;4411 labour market
2873;disadvantaged categories;USE;socially disadvantaged class;2821 social framework
1764;disaffection of young people;;;2826 social affairs
5701;disappearing language;USE;minority language;3611 humanities
411;disarmament;;;0816 international security
4802;disaster area;;;5216 deterioration of the environment
4802;disaster region;USE;disaster area;5216 deterioration of the environment
3871;disc;USE;record;3226 communications
5705;disc drive;;;3236 information technology and data processing
2309;discarded fish;;;5641 fisheries
3163;discharge into the sea;USE;pollution from ships;5216 deterioration of the environment
2524;discharge of pollutants;USE;pollution;5216 deterioration of the environment
686;discharge of radioactive effluent;USE;radioactive effluent;5216 deterioration of the environment
718;discharge of waste;USE;waste disposal;5206 environmental policy
5839;discharge tax;USE;environmental tax;5206 environmental policy
2700;disciplinary action;USE;disciplinary proceedings;0436 executive power and public service
2700;disciplinary hearing;USE;disciplinary proceedings;0436 executive power and public service
2700;disciplinary investigation;USE;disciplinary proceedings;0436 executive power and public service
2700;disciplinary law;USE;disciplinary proceedings;0436 executive power and public service
2700;disciplinary measures;USE;disciplinary proceedings;0436 executive power and public service
2700;disciplinary procedure;USE;disciplinary proceedings;0436 executive power and public service
2700;disciplinary proceedings;;;0436 executive power and public service
2864;disclosure of accounts;USE;publication of accounts;4026 accounting
5334;disclosure of information;;;3236 information technology and data processing
2701;discontinuance of judicial proceedings;USE;judicial proceedings;1221 justice
8463;discount airline;USE;low cost airline;4826 air and space transport
8463;discount carrier;USE;low cost airline;4826 air and space transport
3230;discount interest rate;USE;discount rate;2416 financial institutions and credit
3230;discount rate;;;2416 financial institutions and credit
4667;discount sale;;;2031 marketing
1733;discount store;;;2036 distributive trades
858;discounting;;;2416 financial institutions and credit
2583;discretionary power;;;0406 political framework
3908;discrimination;USE;anti-discriminatory measure;1236 rights and freedoms
5592;discrimination against foreigners;USE;discrimination on the basis of nationality;1236 rights and freedoms
6231;discrimination against homosexuals;USE;discrimination on the basis of sexual orientation;1236 rights and freedoms
6231;discrimination against sexual minorities;USE;discrimination on the basis of sexual orientation;1236 rights and freedoms
454;discrimination against women;USE;sexual discrimination;1236 rights and freedoms
6230;discrimination based on age;USE;age discrimination;1236 rights and freedoms
6254;discrimination based on disability;;;1236 rights and freedoms
5592;discrimination on the basis of nationality;;;1236 rights and freedoms
6231;discrimination on the basis of sexual orientation;;;1236 rights and freedoms
2666;discriminatory price;;;2451 prices
3581;discriminatory trading practice;USE;restriction on competition;4031 competition
3908;discriminatory treatment;USE;anti-discriminatory measure;1236 rights and freedoms
8421;discursive democracy;USE;deliberative democracy;0406 political framework
6907;discussion forum;USE;forum;3226 communications
1754;disease;USE;illness;2841 health
5951;disease carrier;USE;disease vector;2841 health
5719;disease of the nervous system;;;2841 health
837;disease outbreak;USE;epidemic;2841 health
1854;disease prevention;;;2841 health
c_abfaf2ea;disease surveillance;;;2841 health
5951;disease vector;;;2841 health
5951;disease-carrying insect;USE;disease vector;2841 health
1763;diseases of plants;USE;plant disease;5631 agricultural activity
5976;disguised unemployment;USE;hidden unemployment;4406 employment
6906;dish aerial;USE;parabolic aerial;3226 communications
6906;dish antenna;USE;parabolic aerial;3226 communications
3861;dish-washing machine;USE;household electrical appliance;6826 electronics and electrical engineering
2773;disinfectant;USE;pharmaceutical product;2841 health
2877;disinfection;USE;decontamination;5206 environmental policy
6770;disinformation;;;3226 communications
1988;dismantling of MCA;USE;monetary compensatory amount;5606 agricultural policy
1646;dismissal;;;4406 employment
464;dispensary;USE;medical centre;2841 health
7355;dispensing chemist;USE;pharmacy;2841 health
5422;display;;;3231 information and information processing
233;display of prices;USE;publishing of prices;2451 prices
5208;display screen work;USE;video display unit work;4416 organisation of work and working conditions
4880;disposable article;USE;non-durable goods;2026 consumption
4880;disposable goods;USE;non-durable goods;2026 consumption
2535;disposal of waste at sea;USE;marine pollution;5216 deterioration of the environment
6900;dispossession;USE;expulsion from housing;1221 justice
3112;dispute settlement;USE;settlement of disputes;0816 international security
5589;dissemination of Community information;USE;dissemination of EU information;1006 EU institutions and European civil service
5589;dissemination of EU information;;;1006 EU institutions and European civil service
5589;dissemination of European Union information;USE;dissemination of EU information;1006 EU institutions and European civil service
442;dissemination of culture;;;2831 culture and religion
441;dissemination of information;;;3221 documentation
470;dissidence;;;0431 politics and public safety
470;dissident;USE;dissidence;0431 politics and public safety
1672;dissolution of a company;USE;liquidation;4006 business organisation
149;dissolution of a party;USE;formation of a party;0411 political party
471;dissolution of parliament;;;0431 politics and public safety
2694;dissolving;USE;physical process;6411 technology and technical regulations
779;distance learning;;;3206 education
6929;distance medicine;USE;telemedicine;2841 health
4673;distance selling;;;2031 marketing
1074;distance training;USE;vocational training;4406 employment
3552;distance working;USE;teleworking;4406 employment
473;distillation;;;6036 food technology
473;distillation operation;USE;distillation;6036 food technology
1378;distillery;USE;beverage industry;6031 agri-foodstuffs
3581;distortion of competition;USE;restriction on competition;4031 competition
3839;distraint;USE;seizure of goods;1221 justice
c_20f6ad03;distributed innovation;USE;open innovation;6416 research and intellectual property
815;distribution business;;;4011 business classification
3327;distribution by age;;;2816 demography and population
3337;distribution by sex;;;2816 demography and population
267;distribution cost;;;4026 accounting
815;distribution enterprise;USE;distribution business;4011 business classification
474;distribution network;USE;distributive trades;2036 distributive trades
5856;distribution of Community funding;USE;distribution of EU funding;1021 EU finance
5856;distribution of EU funding;;;1021 EU finance
5856;distribution of European Union funding;USE;distribution of EU funding;1021 EU finance
3295;distribution of aid;;;0811 cooperation policy
3319;distribution of income;;;1626 national accounts
3304;distribution of production;;;6406 production
667;distribution of publications;USE;publishing;3226 communications
5266;distribution of schools;;;3216 organisation of teaching
3313;distribution of seats;USE;allocation of seats;0416 electoral procedure and voting
3298;distribution of the tax burden;;;2446 taxation
3045;distribution of votes;;;0416 electoral procedure and voting
3310;distribution of wealth;;;1626 national accounts
3333;distribution per employed person;;;1626 national accounts
474;distribution policy;USE;distributive trades;2036 distributive trades
474;distribution structure;USE;distributive trades;2036 distributive trades
474;distributive trades;;;2036 distributive trades
3218;distributor;;;2036 distributive trades
1543;district court;USE;ordinary court of law;1226 organisation of the legal system
1017;district finances;USE;local authority finances;2436 public finance and budget policy
5503;district heating;USE;heating;6831 building and public works
1351;divergence indicator;;;2406 monetary relations
480;diversification of exports;;;2006 trade policy
3312;divestment of parental responsibility;USE;parental authority;2806 family
5712;dividing up of land;;;2846 construction and town planning
363;division into constituencies;;;0416 electoral procedure and voting
3004;division of companies;USE;demerger;4006 business organisation
3321;division of labour;USE;allocation of work;4416 organisation of work and working conditions
5855;division of powers;;;0431 politics and public safety
2249;division of property;;;1211 civil law
483;divorce;;;2806 family
2334;divorced person;;;2806 family
2206;dock;USE;engineering structure;4806 transport policy
4387;dock due;USE;charges for use of infrastructure;4806 transport policy
3594;doctor;;;2841 health
2161;doctors' association;USE;professional society;4426 labour law and labour relations
486;document;;;3221 documentation
5109;document acquisition;;;3221 documentation
489;document for discussion at a sitting;;;0426 parliamentary proceedings
1350;document indexing;;;3221 documentation
1079;document loan;USE;provision of documents;3221 documentation
6188;document management;;;3221 documentation
6188;document management technique;USE;document management;3221 documentation
2918;document retrieval;;;3221 documentation
4295;document storage;;;3221 documentation
3585;documentalist;USE;information profession;3231 information and information processing
1752;documentary analysis;USE;information analysis;3221 documentation
297;documentary credit;;;2416 financial institutions and credit
2278;documentary heritage;USE;cultural heritage;2831 culture and religion
774;documentary reference recording;;;3221 documentation
4366;documentary system;USE;information service;3221 documentation
4168;documentary tool;;;3221 documentation
494;documentation;;;3221 documentation
5356;documentation centre;;;3221 documentation
5356;documentation service;USE;documentation centre;3221 documentation
3925;documentology;USE;information science;3606 natural and applied sciences
4163;dog food;USE;pet food;5631 agricultural activity
4798;dollar area;USE;currency area;2406 monetary relations
8303;dolphin;;;5211 natural environment
5314;domestic accident;USE;accident in the home;2826 social affairs
1919;domestic animal;;;5631 agricultural activity
3861;domestic appliances;USE;household electrical appliance;6826 electronics and electrical engineering
1919;domestic cat;USE;domestic animal;5631 agricultural activity
146;domestic consumption;;;2026 consumption
1919;domestic dog;USE;domestic animal;5631 agricultural activity
1401;domestic electrical appliances;USE;electrical engineering;6826 electronics and electrical engineering
3861;domestic electrical device;USE;household electrical appliance;6826 electronics and electrical engineering
3773;domestic fuel oil;USE;fuel oil;6616 oil industry
5503;domestic heating;USE;heating;6831 building and public works
571;domestic law;USE;national law;1206 sources and branches of the law
1806;domestic market;;;2006 trade policy
2508;domestic policy;;;0436 executive power and public service
2768;domestic product;;;1626 national accounts
2722;domestic production;USE;national production;6406 production
5314;domestic safety;USE;accident in the home;2826 social affairs
3610;domestic service;USE;service occupation;6846 miscellaneous industries
3610;domestic staff;USE;service occupation;6846 miscellaneous industries
10;domestic trade;;;2006 trade policy
6557;domestic violence;;;2826 social affairs
4141;domestic waste;;;5216 deterioration of the environment
650;domestic work;USE;housekeeping economy;1621 economic structure
3610;domestic worker;USE;service occupation;6846 miscellaneous industries
2565;dominant position;;;4031 competition
500;donation;;;0811 cooperation policy
5292;donation of organs;USE;organ transplant;2841 health
842;donkey;USE;equidae;5626 means of agricultural production
2294;donor country;;;0811 cooperation policy
4665;door-to-door sale;USE;door-to-door selling;2031 marketing
4665;door-to-door sales;USE;door-to-door selling;2031 marketing
3604;door-to-door salesman;USE;sales representative;2036 distributive trades
4665;door-to-door selling;;;2031 marketing
4665;doorstep selling;USE;door-to-door selling;2031 marketing
5325;doping;USE;performance drugs;2826 social affairs
1896;dosimetry;USE;metrology;3606 natural and applied sciences
504;double taxation;;;2446 taxation
3975;double-ballot voting system;;;0416 electoral procedure and voting
4871;double-chamber system;USE;bicameral system;0421 parliament
6357;downgrading;USE;demotion;4421 personnel management and staff remuneration
5198;downloading;;;3236 information technology and data processing
4463;draft;USE;negotiable instrument;2411 monetary economics
5825;draft EC budget;USE;draft budget (EU);1021 EU finance
2799;draft budget;;;2441 budget
5825;draft budget (EU);;;1021 EU finance
5606;drafting of Community law;USE;drafting of EU law;1011 European Union law
5606;drafting of EU law;;;1011 European Union law
5606;drafting of European Union law;USE;drafting of EU law;1011 European Union law
6892;drafting of a bill;USE;legislative drafting;0426 parliamentary proceedings
6892;drafting of a law;USE;legislative drafting;0426 parliamentary proceedings
7212;drafting skills;USE;writing skills;4406 employment
997;drag-net;USE;fishing net;5641 fisheries
510;drainage;;;6831 building and public works
1908;draught animal;;;5631 agricultural activity
5620;drawing up of the Community budget;USE;drawing up of the EU budget;1021 EU finance
5620;drawing up of the EU budget;;;1021 EU finance
5620;drawing up of the European Union budget;USE;drawing up of the EU budget;1021 EU finance
875;drawing up of the budget;;;2441 budget
3803;drawn bar;USE;section;6411 technology and technical regulations
4676;drawn glass;USE;glass;6811 chemistry
996;drawn product;USE;wire;6411 technology and technical regulations
509;dredging;;;6831 building and public works
2962;dried fig;USE;dried product;6026 foodstuff
2962;dried food;USE;dried product;6026 foodstuff
2962;dried foodstuff;USE;dried product;6026 foodstuff
1609;dried legume;USE;leguminous vegetable;6006 plant product
1571;dried milk;USE;powdered milk;6016 processed agricultural produce
2962;dried product;;;6026 foodstuff
1060;drilling;;;6611 coal and mining industries
1831;drilling equipment;;;6611 coal and mining industries
3766;drilling rig;USE;offshore structure;6616 oil industry
1162;drink problem;USE;alcoholism;2826 social affairs
1566;drinking milk;;;6016 processed agricultural produce
607;drinking water;;;5211 natural environment
4047;driver protection;USE;road safety;4806 transport policy
2349;drivers;;;4811 organisation of transport
5324;driving instruction;;;4806 transport policy
5324;driving lessons;USE;driving instruction;4806 transport policy
2325;driving licence;;;4806 transport policy
467;driving mechanism;;;4811 organisation of transport
7944;driving offence;USE;traffic offence;1216 criminal law
3116;driving period;;;4806 transport policy
2349;driving personnel;USE;drivers;4811 organisation of transport
5324;driving school;USE;driving instruction;4806 transport policy
2349;driving staff;USE;drivers;4811 organisation of transport
c_681e6d24;drone;;;4826 air and space transport
c_681e6d24;drone aircraft;USE;drone;4826 air and space transport
4623;drop in prices;USE;price reduction;2451 prices
6905;dropout;;;3206 education
6905;dropping out;USE;dropout;3206 education
3988;drought;;;5216 deterioration of the environment
4475;drug abuse;USE;drug addiction;2826 social affairs
4475;drug addiction;;;2826 social affairs
c_7951978e;drug residue;;;2841 health
5916;drug surveillance;;;2841 health
3355;drug traffic;;;1216 criminal law
3355;drug trafficking;USE;drug traffic;1216 criminal law
4475;drug-taking;USE;drug addiction;2826 social affairs
5752;drugs classification;;;2841 health
5466;dry cleaning;USE;cleaning industry;6846 miscellaneous industries
2536;dry farming;;;5621 cultivation of agricultural land
4854;dry fodder;USE;fodder;5631 agricultural activity
417;drying;USE;dehydration;6036 food technology
6335;dual conversion rate;USE;conversion rate;2411 monetary economics
4390;dual exchange rate;USE;exchange rate;2411 monetary economics
3036;dual mandate;USE;multiple office holding;0421 parliament
505;dual nationality;;;1231 international law
5461;dual-use good;;;6411 technology and technical regulations
5928;dual-use technology;;;6411 technology and technical regulations
4743;duck;USE;poultry;5631 agricultural activity
588;dumping;;;4031 competition
3132;dumping of waste;;;5206 environmental policy
767;dung;USE;organic fertiliser;5626 means of agricultural production
2134;duopoly;USE;oligopoly;4031 competition
3404;duplicating;USE;reprography;3231 information and information processing
3404;duplication;USE;reprography;3231 information and information processing
4879;durable goods;;;2026 consumption
3642;duration of product life;USE;product life;2026 consumption
5000;durum wheat;;;6006 plant product
2572;dust;;;5216 deterioration of the environment
5586;duties of civil servants;;;0436 executive power and public service
8411;duty of mutual assistance;USE;mutual assistance;1231 international law
1436;duty to interfere;USE;interference;0816 international security
5586;duty to obey;USE;duties of civil servants;0436 executive power and public service
1091;duty-free admission;USE;exemption from customs duties;2011 tariff policy
1091;duty-free entry;USE;exemption from customs duties;2011 tariff policy
4672;duty-free sale;;;2031 marketing
4672;duty-free shop;USE;duty-free sale;2031 marketing
1690;dwelling;USE;housing;2846 construction and town planning
6038;dyestuff;;;6811 chemistry
1381;dyestuffs industry;;;6811 chemistry
4413;dynamic programming;USE;management techniques;4021 management
6024;détente;USE;peaceful co-existence;0816 international security
c_31da5694;e-Health;;;2841 health
6894;e-administration;USE;electronic government;0436 executive power and public service
6089;e-commerce;USE;electronic commerce;2031 marketing
443345;e-community;USE;virtual community;3226 communications
c_471a61cf;e-contract;USE;digital contract;1211 civil law
c_e2de1ffd;e-game;USE;electronic game;2826 social affairs
6897;e-governance;USE;governance;0436 executive power and public service
6894;e-government;USE;electronic government;0436 executive power and public service
779;e-learning;USE;distance learning;3206 education
3010;e-mail;USE;electronic mail;3226 communications
1971;e-money;USE;electronic money;2411 monetary economics
1971;e-money payment;USE;electronic money;2411 monetary economics
c_34465dac;e-procurement;;;2006 trade policy
c_6f7bbe63;e-single market;USE;digital single market;1016 European construction
437655;e-skills;USE;digital literacy;3231 information and information processing
1074;e-training;USE;vocational training;4406 employment
c_471a61cf;eContract;USE;digital contract;1211 civil law
c_31da5694;eHealth;USE;e-Health;2841 health
2594;early childhood;;;2816 demography and population
696;early election;;;0416 electoral procedure and voting
2625;early fruit and vegetables;;;5631 agricultural activity
3626;early retirement;;;4406 employment
6905;early school leaver;USE;dropout;3206 education
6905;early school leaving;USE;dropout;3206 education
6902;early-stage capital;;;2426 financing and investment
6902;early-stage investment;USE;early-stage capital;2426 financing and investment
8438;earth measurement;USE;geodesy;3606 natural and applied sciences
c_a935cf3f;earth observation;;;3606 natural and applied sciences
3952;earth sciences;;;3606 natural and applied sciences
5890;earthquake;;;5216 deterioration of the environment
3757;earths and stones;;;6611 coal and mining industries
6916;earthworks;USE;building technique;6831 building and public works
3938;easement;;;1211 civil law
